youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_tenc1,y1_tenc2,classid.x,neg_indegree,neg_outdegree,neg_isolate,classid.y,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,sex,schooltype,nationality,age,language,gender,problem_behaviors,delinquency_history,delinquency_count,victim_history,victim_history_score,parent_relation,teacher_support,teacher_help,teacher_encouragement,classid.f,schoolid.f
20350222,203502,2035,5,2,1995,1,4,4,4,4,4,5,1,0,0,3,0,0,0,0,0,2,4,3,4,4,4,2,2,2,2,2,2,1,2,2,3,2,3,3,1,3,4,4,2,2,1,3,4,3,3,3,203502,0,3,0,203502,2,5,0,2,3,5,2,5,German only,15,16,Girl,4,no,0,1,6,2,6,3,3,203502,2035
20350224,203502,2035,5,1,1995,1,4,4,4,4,4,10,0,1,0,1,0,0,0,0,2,0,0,4,4,3,4,2,2,3,2,1,2,1,2,2,4,2,4,3,2,4,4,4,2,2,2,4,4,4,2,3,203502,0,3,0,203502,4,5,0,1,4,5,1,5,German only,15,16,Boy,2,no,0,1,2,2,5,2,3,203502,2035
20350225,203502,2035,5,1,1996,1,4,4,4,4,4,5,0,0,0,1,0,0,1,0,0,2,0,4,4,4,4,2,1,3,1,3,1,4,1,2,3,2,4,4,3,4,5,5,2,2,3,4,2,2,4,4,203502,5,5,0,203502,1,5,0,1,4,5,1,5,German only,14,16,Boy,1,yes,1,1,2,3,8,4,4,203502,2035
20350227,203502,2035,5,1,1995,1,4,4,4,3,3,8,1,0,0,1,1,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,2,2,4,2,4,1,4,4,2,3,4,4,1,1,2,3,4,2,2,2,203502,0,5,0,203502,2,2,0,1,2,2,1,5,German only,15,15,Boy,2,yes,1,0,0,3,4,2,2,203502,2035
20350410,203504,2035,5,2,1996,1,4,4,4,4,3,5,0,0,1,2,0,0,0,0,0,2,0,3,4,4,4,2,2,2,3,3,2,1,2,4,4,4,3,2,3,5,3,4,2,2,3,2,2,2,3,3,203504,5,2,0,203504,5,5,0,4,1,5,2,5,German only,14,16,Girl,3,no,0,1,2,2,6,3,3,203504,2035
20350411,203504,2035,5,1,1995,1,4,4,4,2,4,3,0,0,2,0,0,0,0,0,0,2,0,3,4,4,4,2,1,2,1,2,2,2,4,3,4,3,4,4,1,5,5,5,1,1,1,5,5,5,3,2,203504,2,1,0,203504,3,3,0,3,1,3,1,5,German only,15,14,Boy,2,no,0,1,2,2,5,3,2,203504,2035
20350413,203504,2035,5,2,1996,1,3,3,4,3,3,6,1,1,0,1,0,0,0,0,2,4,4,3,4,4,4,2,1,3,1,3,2,1,1,2,3,2,3,3,1,4,2,3,1,1,1,3,3,2,2,2,203504,8,3,0,203504,1,5,0,1,4,5,2,5,German only,14,13,Girl,3,no,0,1,10,3,4,2,2,203504,2035
20350414,203504,2035,5,2,1996,1,4,4,4,3,4,6,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,2,2,2,2,3,4,1,4,4,1,5,5,5,1,1,1,3,5,4,3,3,203504,4,4,0,203504,6,3,0,3,1,3,2,5,German only,14,15,Girl,2,no,0,0,0,2,6,3,3,203504,2035
20350417,203504,2035,5,2,1996,2,3,3,3,2,4,9,0,0,0,1,1,0,0,0,0,2,0,4,3,4,4,2,1,2,1,2,2,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,1,2,2,203504,1,4,0,203504,3,4,0,3,2,4,2,5,German and other nationality,14,11,Girl,1,yes,1,1,2,2,4,2,2,203504,2035
20350418,203504,2035,5,1,1995,1,3,4,4,3,4,8,1,1,0,1,1,1,0,1,0,0,0,3,4,4,4,2,4,3,1,3,2,1,2,3,4,1,4,3,2,2,4,4,1,1,2,1,5,2,2,2,203504,5,2,0,203504,2,5,0,2,3,5,1,5,German only,15,14,Boy,3,yes,3,0,0,3,4,2,2,203504,2035
20350419,203504,2035,5,2,1996,1,4,4,4,3,4,5,0,1,1,2,0,0,0,0,0,2,0,3,4,4,3,2,1,2,1,2,2,1,2,3,3,3,3,3,4,4,4,4,2,2,2,4,2,2,3,4,203504,0,2,0,203504,2,4,0,2,3,4,2,5,German only,14,15,Girl,4,no,0,1,2,2,7,3,4,203504,2035
20350421,203504,2035,5,1,1996,1,3,3,3,3,4,8,1,1,1,1,0,0,0,0,0,2,0,3,4,3,1,2,2,3,2,3,3,2,2,2,4,3,4,3,1,2,4,4,2,1,2,3,3,4,3,3,203504,0,2,0,203504,2,4,0,2,3,4,1,5,German only,14,12,Boy,4,no,0,1,2,3,6,3,3,203504,2035
20350422,203504,2035,5,1,1996,2,3,3,3,3,4,6,2,2,0,1,1,0,0,0,0,4,0,3,4,4,4,2,1,3,1,3,1,1,2,2,4,1,4,3,1,5,2,4,1,1,1,3,5,5,2,4,203504,4,5,0,203504,3,2,0,2,1,2,1,5,German and other nationality,14,12,Boy,5,yes,1,0,4,3,6,2,4,203504,2035
20350423,203504,2035,5,2,1996,1,4,4,4,4,3,8,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,2,3,1,4,3,2,4,4,4,1,1,2,4,2,4,2,2,203504,7,4,0,203504,4,5,0,3,2,5,2,5,German only,14,16,Girl,1,no,0,0,0,3,4,2,2,203504,2035
20350424,203504,2035,5,2,1996,1,4,4,4,3,3,8,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,2,3,3,4,3,2,4,4,3,2,1,2,3,3,4,3,2,203504,2,0,0,203504,6,5,0,5,0,5,2,5,German only,14,15,Girl,1,no,0,0,0,3,5,3,2,203504,2035
20350425,203504,2035,5,1,1995,1,4,3,3,3,4,8,0,0,1,0,0,0,0,0,0,0,0,3,4,3,4,1,1,3,1,2,2,2,3,2,3,2,3,3,1,4,4,3,2,2,1,3,5,3,2,3,203504,4,4,0,203504,1,3,0,1,3,3,1,5,German only,15,13,Boy,1,no,0,0,0,2,5,2,3,203504,2035
20490210,204902,2049,4,2,1995,1,3,4,3,2,3,5,2,1,0,0,1,0,0,1,0,0,0,3,4,4,2,1,1,3,2,3,2,2,2,3,4,1,3,4,1,4,5,5,1,1,1,3,4,3,3,3,204902,0,3,0,204902,3,3,0,1,3,3,2,4,German only,15,12,Girl,3,yes,2,0,0,3,6,3,3,204902,2049
20490211,204902,2049,4,1,1995,1,4,4,3,3,2,5,1,1,0,1,0,0,0,0,0,2,0,3,4,4,4,2,1,2,1,3,2,2,3,3,2,2,2,2,2,5,4,3,2,2,3,2,1,2,4,4,204902,3,5,0,204902,0,3,0,0,4,3,1,4,German only,15,14,Boy,3,no,0,1,2,2,8,4,4,204902,2049
20490212,204902,2049,4,2,1995,1,3,4,4,3,4,4,1,0,0,1,0,0,0,0,0,0,0,3,4,4,4,1,1,3,4,2,1,1,1,4,4,4,NA,2,1,5,5,5,1,1,1,5,4,5,2,3,204902,1,4,0,204902,4,5,0,2,3,5,2,4,German only,15,14,Girl,2,no,0,0,0,2,5,2,3,204902,2049
20490213,204902,2049,4,1,1995,3,2,2,3,2,3,7,1,2,0,0,0,0,0,0,0,2,0,3,4,4,4,2,1,2,1,1,2,3,2,2,3,2,3,3,2,3,2,2,2,1,4,2,2,1,2,2,204902,3,5,0,204902,1,5,0,1,4,5,1,4,Only other nationality,15,9,Boy,3,no,0,1,2,2,4,2,2,204902,2049
20490216,204902,2049,4,2,1996,1,3,4,4,3,4,9,1,0,0,0,0,0,0,0,2,2,0,4,4,4,4,2,1,3,1,3,1,2,2,3,3,2,3,3,2,4,4,4,2,2,3,4,4,4,2,2,204902,1,5,0,204902,4,4,0,2,3,4,2,4,German only,14,14,Girl,1,no,0,1,4,3,4,2,2,204902,2049
20490217,204902,2049,4,2,1996,1,3,3,2,2,1,8,1,1,1,1,0,0,0,0,0,0,0,4,4,4,4,NA,1,2,1,2,2,2,3,3,3,3,4,3,2,3,3,4,3,2,3,4,3,2,3,2,204902,0,4,0,204902,4,4,0,2,3,4,2,4,German only,14,10,Girl,4,no,0,0,0,2,5,3,2,204902,2049
20490219,204902,2049,4,1,1995,1,4,4,3,2,4,7,1,1,0,0,0,0,1,0,0,0,0,4,4,4,4,2,3,3,1,3,1,1,2,2,2,3,4,3,3,5,5,5,1,1,2,5,3,4,1,1,204902,0,3,0,204902,2,5,0,2,3,5,1,4,German only,15,13,Boy,2,yes,1,0,0,3,2,1,1,204902,2049
20490223,204902,2049,4,1,1996,3,3,4,2,2,4,10,0,1,0,1,0,0,1,0,0,0,0,4,4,4,4,1,1,3,1,3,2,2,3,2,4,2,4,4,2,4,4,5,2,2,2,4,4,5,3,3,204902,1,4,0,204902,2,4,0,1,4,4,1,4,Only other nationality,14,11,Boy,2,yes,1,0,0,3,6,3,3,204902,2049
20490225,204902,2049,4,2,1995,1,4,4,4,4,3,8,1,1,1,1,0,0,0,0,0,2,0,3,4,4,4,1,1,2,5,NA,3,2,4,4,2,3,2,2,5,2,4,3,3,3,3,3,5,3,2,2,204902,4,5,0,204902,1,5,0,0,5,5,2,4,German only,15,16,Girl,4,no,0,1,2,NA,4,2,2,204902,2049
20490227,204902,2049,4,1,1996,1,4,4,4,3,4,9,0,1,0,1,0,0,0,0,0,2,0,4,4,4,4,2,1,3,1,2,1,2,2,3,3,2,3,3,1,3,4,4,2,2,2,3,3,3,2,2,204902,6,3,0,204902,1,5,0,0,5,5,1,4,German only,14,15,Boy,2,no,0,1,2,2,4,2,2,204902,2049
20490229,204902,2049,4,2,1995,2,2,3,2,2,3,5,2,1,2,3,0,0,0,0,0,0,0,3,4,4,2,1,1,2,2,2,2,3,3,2,3,2,4,3,2,4,2,2,3,1,2,2,4,2,3,3,204902,2,5,0,204902,1,5,0,1,4,5,2,4,German and other nationality,15,9,Girl,8,no,0,0,0,2,6,3,3,204902,2049
20490230,204902,2049,4,2,1996,3,4,3,2,2,4,8,0,1,2,0,0,0,0,0,0,2,0,4,3,4,4,2,1,2,1,2,1,1,3,2,3,2,4,4,2,4,4,4,2,2,2,4,4,4,2,2,204902,2,5,0,204902,1,5,0,1,4,5,2,4,Only other nationality,14,11,Girl,3,no,0,1,2,2,4,2,2,204902,2049
20490310,204903,2049,4,2,1996,1,4,4,4,4,4,8,0,1,0,2,0,0,0,1,0,0,0,4,4,4,4,2,1,2,2,2,1,1,1,2,3,2,4,3,1,5,4,5,1,1,1,2,2,2,1,1,204903,3,2,0,204903,2,2,0,1,2,2,2,4,German only,14,16,Girl,3,yes,1,0,0,2,2,1,1,204903,2049
20490311,204903,2049,4,2,1996,1,1,2,1,1,4,2,1,1,0,3,0,0,0,1,0,0,0,4,4,4,4,1,1,1,4,2,2,1,1,4,4,3,4,2,2,3,4,2,2,1,2,3,4,3,2,2,204903,1,1,0,204903,2,2,0,1,2,2,2,4,German only,14,5,Girl,5,yes,1,0,0,2,4,2,2,204903,2049
20490313,204903,2049,4,1,1995,2,3,3,2,3,3,8,1,0,0,1,0,0,0,0,0,0,0,3,4,4,3,2,1,3,1,3,1,1,2,2,4,1,4,3,1,2,2,4,1,1,1,2,3,2,2,2,204903,2,3,0,204903,4,5,0,4,1,5,1,4,German and other nationality,15,11,Boy,2,no,0,0,0,3,4,2,2,204903,2049
20490323,204903,2049,4,1,1996,1,4,4,3,2,4,8,1,1,0,1,0,0,0,0,0,0,0,4,4,4,4,2,4,1,1,3,1,1,2,3,3,2,3,3,2,3,3,4,2,2,2,2,3,4,2,2,204903,0,4,0,204903,3,5,0,3,2,5,1,4,German only,14,13,Boy,3,no,0,0,0,2,4,2,2,204903,2049
21280115,212801,2128,3,1,1994,3,3,3,4,3,1,8,1,0,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,3,1,3,1,1,1,1,1,1,4,4,1,3,5,4,1,1,1,3,4,3,2,1,212801,0,5,0,212801,0,5,0,0,5,5,1,3,Only other nationality,16,13,Boy,1,no,0,0,0,3,3,2,1,212801,2128
21280116,212801,2128,3,2,1995,3,3,3,4,3,NA,7,0,0,0,2,NA,NA,NA,NA,0,0,0,4,4,4,4,NA,1,3,1,3,1,1,1,1,1,1,4,4,1,3,4,3,1,1,2,3,2,2,2,1,212801,0,2,0,212801,3,5,0,2,3,5,2,3,Only other nationality,15,13,Girl,2,NA,NA,0,0,3,3,2,1,212801,2128
21280118,212801,2128,3,1,1994,2,2,3,3,3,NA,8,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,1,4,1,2,1,4,4,1,5,4,4,2,1,2,4,4,4,3,4,212801,4,0,0,212801,2,5,0,2,3,5,1,3,German and other nationality,16,11,Boy,2,no,0,0,0,3,7,3,4,212801,2128
21280121,212801,2128,3,2,1996,1,2,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,1,2,2,1,1,3,1,3,4,2,1,1,1,2,5,4,1,2,212801,3,3,0,212801,3,5,0,2,3,5,2,3,German only,14,8,Girl,0,no,0,0,0,3,3,1,2,212801,2128
21280123,212801,2128,3,2,1995,2,4,4,3,3,3,7,0,0,0,0,0,0,0,0,0,5,4,3,4,4,4,1,1,3,1,2,1,1,1,2,4,1,4,3,2,3,1,2,2,1,1,2,1,1,2,3,212801,5,5,0,212801,0,3,0,0,4,3,2,3,German and other nationality,15,14,Girl,0,no,0,0,9,2,5,2,3,212801,2128
21280310,212803,2128,3,1,1996,1,3,4,3,2,4,7,1,2,1,1,1,0,1,1,0,0,0,3,4,4,3,2,1,3,1,3,1,2,2,2,3,2,4,4,3,5,3,4,2,1,2,3,4,4,3,3,212803,1,2,0,212803,2,4,0,1,4,4,1,3,German only,14,12,Boy,5,yes,3,0,0,3,6,3,3,212803,2128
21280311,212803,2128,3,2,1996,1,4,4,4,4,4,6,1,0,0,0,0,0,0,0,0,2,0,3,4,4,4,2,1,3,1,3,1,1,1,2,3,1,3,3,1,5,2,4,1,1,1,3,3,3,2,3,212803,1,5,0,212803,5,5,0,4,1,5,2,3,German only,14,16,Girl,1,no,0,1,2,3,5,2,3,212803,2128
21280312,212803,2128,3,1,1995,3,3,3,3,3,4,3,1,1,2,1,0,0,1,1,0,0,0,4,4,4,4,2,1,2,1,3,3,3,3,3,3,3,4,4,3,4,5,5,3,3,3,3,3,3,2,3,212803,0,5,0,212803,3,5,0,0,5,5,1,3,Only other nationality,15,12,Boy,5,yes,2,0,0,2,5,2,3,212803,2128
21280313,212803,2128,3,1,1996,1,4,4,3,4,4,6,1,0,0,0,0,0,0,0,2,2,0,4,4,4,4,2,1,3,1,NA,1,1,2,2,3,3,3,2,1,3,2,4,1,1,1,2,3,4,2,2,212803,4,1,0,212803,1,2,0,1,2,2,1,3,German only,14,15,Boy,1,no,0,1,4,NA,4,2,2,212803,2128
21280315,212803,2128,3,1,1993,3,2,3,2,2,4,6,0,0,0,0,0,0,0,0,0,2,0,4,4,4,4,2,1,1,5,NA,2,3,3,4,3,3,3,3,4,4,3,3,3,2,3,4,3,3,2,2,212803,3,5,0,212803,2,1,0,0,2,1,1,3,Only other nationality,17,9,Boy,0,no,0,1,2,NA,4,2,2,212803,2128
21280316,212803,2128,3,2,1995,1,3,4,4,3,3,3,3,1,2,3,1,0,0,0,0,0,0,2,3,4,3,1,1,3,1,3,1,1,1,2,4,1,4,4,2,4,3,3,2,2,NA,3,4,3,3,4,212803,3,5,0,212803,4,5,0,3,2,5,2,3,German only,15,14,Girl,9,yes,1,0,0,3,7,3,4,212803,2128
21280317,212803,2128,3,1,1995,2,2,3,4,2,NA,1,3,1,1,0,0,0,0,0,0,0,2,3,3,3,1,2,1,2,1,1,3,1,3,3,1,4,1,2,3,2,1,2,3,3,3,2,4,2,3,4,212803,0,1,0,212803,2,3,0,1,3,3,1,3,German and other nationality,15,11,Boy,5,no,0,1,2,2,7,3,4,212803,2128
21280319,212803,2128,3,1,1996,1,4,4,4,4,4,3,2,0,0,3,0,0,0,0,0,0,0,3,4,4,4,2,1,2,1,3,3,2,3,3,2,3,3,2,1,2,3,2,1,1,2,1,5,2,1,1,212803,6,3,0,212803,1,3,0,1,3,3,1,3,German only,14,16,Boy,5,no,0,0,0,2,2,1,1,212803,2128
21730210,217302,2173,5,2,1995,1,4,4,3,3,3,NA,1,0,0,1,0,0,0,0,4,4,4,3,4,3,4,2,1,2,3,2,2,1,3,2,3,2,3,2,3,3,4,2,3,1,2,2,2,2,3,2,217302,2,4,0,217302,2,4,0,1,4,4,2,5,German only,15,14,Girl,2,no,0,0,12,2,5,3,2,217302,2173
21730213,217302,2173,5,2,1996,1,4,4,4,4,4,8,1,1,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,2,1,1,2,2,3,2,4,3,1,4,4,4,2,2,2,2,4,2,2,2,217302,5,3,0,217302,1,3,0,1,3,3,2,5,German only,14,16,Girl,2,no,0,0,0,2,4,2,2,217302,2173
21730217,217302,2173,5,2,1996,1,4,4,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,2,2,3,1,1,3,2,3,2,4,3,2,3,4,4,1,1,1,4,3,4,2,2,217302,0,5,0,217302,2,5,0,2,3,5,2,5,German only,14,15,Girl,0,no,0,0,0,2,4,2,2,217302,2173
21730219,217302,2173,5,2,1996,1,4,4,4,4,4,7,1,0,0,0,0,0,0,0,0,0,0,4,4,3,4,2,1,3,1,3,2,2,2,3,4,2,4,4,1,4,4,4,2,1,2,3,2,3,4,4,217302,1,5,0,217302,3,4,0,2,3,4,2,5,German only,14,16,Girl,1,no,0,0,0,3,8,4,4,217302,2173
21730220,217302,2173,5,2,1995,3,3,4,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,2,2,1,3,2,3,3,2,4,4,2,2,4,2,4,1,2,1,2,3,217302,0,5,0,217302,4,5,0,4,1,5,2,5,Only other nationality,15,14,Girl,0,no,0,0,0,2,5,2,3,217302,2173
21730221,217302,2173,5,1,1996,1,3,4,4,3,4,8,1,0,0,0,0,0,0,0,2,0,0,3,4,4,4,2,1,2,1,2,2,1,2,NA,3,2,3,3,2,2,4,5,1,2,2,2,3,2,1,1,217302,0,3,0,217302,3,5,0,2,3,5,1,5,German only,14,14,Boy,1,no,0,1,2,2,2,1,1,217302,2173
21730226,217302,2173,5,2,1995,2,3,3,4,3,2,7,1,0,0,1,0,0,0,1,2,2,0,3,4,4,4,2,1,1,2,2,1,4,2,3,3,3,3,2,5,1,1,2,2,2,4,1,1,1,2,2,217302,3,3,0,217302,2,5,0,2,3,5,2,5,German and other nationality,15,13,Girl,2,yes,1,1,4,2,4,2,2,217302,2173
21730227,217302,2173,5,1,1995,1,4,4,4,4,4,5,1,1,0,2,0,0,0,0,0,0,0,3,4,4,4,2,1,2,1,2,1,2,1,2,3,3,4,2,3,4,5,3,2,2,2,2,3,2,3,4,217302,1,0,0,217302,2,5,0,2,3,5,1,5,German only,15,16,Boy,4,no,0,0,0,2,7,3,4,217302,2173
21730228,217302,2173,5,2,1996,1,3,3,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,5,NA,1,2,4,2,4,4,2,3,2,3,4,4,4,4,4,4,4,4,4,2,2,2,217302,1,0,0,217302,3,4,0,2,3,4,2,5,German only,14,12,Girl,0,no,0,0,0,NA,4,2,2,217302,2173
21730312,217303,2173,5,2,1997,1,2,3,4,2,4,7,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,3,3,2,1,2,2,3,2,3,2,2,4,3,3,2,1,2,4,2,4,3,3,217303,0,2,0,217303,4,5,0,2,3,5,2,5,German only,13,11,Girl,1,no,0,0,0,3,6,3,3,217303,2173
21730313,217303,2173,5,2,1996,1,4,4,4,3,4,6,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,2,1,2,1,2,2,2,3,3,3,3,3,4,2,4,4,4,3,3,3,2,4,2,3,4,217303,2,3,0,217303,2,4,0,2,3,4,2,5,German only,14,15,Girl,1,yes,1,0,0,2,7,3,4,217303,2173
21730322,217303,2173,5,2,1995,1,4,4,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,3,3,1,2,2,2,3,3,4,3,4,3,2,4,4,3,2,1,1,2,2,2,2,2,217303,0,2,0,217303,3,5,0,3,2,5,2,5,German only,15,16,Girl,0,no,0,0,0,2,4,2,2,217303,2173
21730323,217303,2173,5,2,1996,1,3,4,4,3,3,6,0,0,1,0,0,0,0,0,0,2,0,3,3,3,4,2,1,2,1,2,1,2,2,3,1,3,2,2,3,2,3,1,2,4,4,2,3,1,2,2,217303,1,5,0,217303,1,4,0,1,4,4,2,5,German only,14,14,Girl,1,no,0,1,2,2,4,2,2,217303,2173
21730325,217303,2173,5,2,1995,1,4,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,2,2,3,1,3,3,2,4,4,4,1,1,2,3,3,3,2,4,217303,1,5,0,217303,1,3,0,1,3,3,2,5,German only,15,16,Girl,0,no,0,0,0,3,6,2,4,217303,2173
22440310,224403,2244,4,1,1996,3,3,3,3,2,4,10,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,1,2,2,4,2,4,3,2,3,2,4,2,1,2,3,4,2,3,2,224403,1,5,0,224403,4,5,0,4,1,5,1,4,Only other nationality,14,11,Boy,0,no,0,0,0,3,5,3,2,224403,2244
22440312,224403,2244,4,2,1995,1,3,4,3,3,2,5,2,1,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,2,5,NA,2,2,2,3,3,3,4,4,2,3,4,4,2,2,2,3,4,5,2,3,224403,3,5,0,224403,1,4,0,1,4,4,2,4,German only,15,13,Girl,3,no,0,0,0,NA,5,2,3,224403,2244
22440313,224403,2244,4,2,1995,3,3,3,3,3,4,9,0,0,0,1,0,0,0,0,0,2,0,4,4,4,4,2,1,2,4,1,2,2,2,3,3,3,4,4,1,4,3,4,1,2,2,2,3,2,2,2,224403,0,4,0,224403,0,5,0,0,5,5,2,4,Only other nationality,15,12,Girl,1,no,0,1,2,2,4,2,2,224403,2244
22440315,224403,2244,4,2,1996,2,2,4,3,2,4,10,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,2,1,3,1,3,1,1,2,2,3,2,3,3,4,4,4,5,2,2,2,2,2,2,2,2,224403,0,0,1,224403,4,5,0,4,1,5,2,4,German and other nationality,14,11,Girl,0,no,0,1,6,3,4,2,2,224403,2244
22440316,224403,2244,4,1,1995,1,4,4,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,5,NA,1,1,1,2,4,3,4,3,3,5,5,5,2,1,2,2,2,2,2,2,224403,2,5,0,224403,3,5,0,3,2,5,1,4,German only,15,15,Boy,1,no,0,0,0,NA,4,2,2,224403,2244
22440319,224403,2244,4,2,1996,1,3,4,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,2,1,2,1,3,1,4,3,1,4,5,4,1,1,1,1,1,1,1,1,224403,2,2,0,224403,1,5,0,1,4,5,2,4,German only,14,15,Girl,0,no,0,0,0,3,2,1,1,224403,2244
22440320,224403,2244,4,2,1995,1,3,3,3,3,4,4,2,0,0,2,0,0,0,0,2,4,2,3,4,4,4,2,1,3,5,NA,1,2,2,2,4,1,4,3,2,3,3,3,2,1,2,3,2,3,4,3,224403,0,4,0,224403,6,3,0,2,2,3,2,4,German only,15,12,Girl,4,no,0,1,8,NA,7,4,3,224403,2244
22440322,224403,2244,4,2,1996,1,3,3,3,3,4,7,0,0,0,1,0,0,0,0,0,0,0,3,4,4,3,2,1,3,1,2,2,2,2,2,3,2,3,4,2,3,4,4,1,1,2,3,4,2,2,2,224403,0,2,0,224403,5,5,0,4,1,5,2,4,German only,14,12,Girl,1,no,0,0,0,2,4,2,2,224403,2244
22440323,224403,2244,4,2,1996,1,3,3,3,3,4,4,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,3,1,3,1,2,1,1,3,2,2,1,1,4,2,3,1,1,1,1,1,1,1,1,224403,1,4,0,224403,7,5,0,4,1,5,2,4,German only,14,12,Girl,2,no,0,0,0,3,2,1,1,224403,2244
22440326,224403,2244,4,1,1994,1,3,4,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,5,NA,1,1,1,2,3,2,3,3,1,3,5,5,1,1,1,4,4,5,1,2,224403,0,2,0,224403,3,5,0,3,2,5,1,4,German only,16,13,Boy,0,no,0,0,0,NA,3,1,2,224403,2244
22440610,224406,2244,4,1,1996,3,2,2,2,1,2,8,1,2,0,1,0,0,0,0,0,0,0,2,3,2,1,1,1,3,5,NA,2,2,2,1,3,1,3,3,2,2,2,2,2,2,2,1,1,2,5,4,224406,2,0,0,224406,4,3,0,2,2,3,1,4,Only other nationality,14,7,Boy,4,no,0,0,0,NA,9,5,4,224406,2244
22440611,224406,2244,4,2,1995,1,1,1,3,2,3,7,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,2,2,1,4,3,4,3,4,3,4,5,5,5,1,2,3,5,5,1,3,3,224406,0,5,0,224406,3,5,0,1,4,5,2,4,German only,15,7,Girl,0,no,0,0,0,2,6,3,3,224406,2244
22440612,224406,2244,4,2,1994,2,4,4,4,3,4,5,0,0,0,3,0,0,0,0,0,0,0,3,3,4,4,2,1,3,3,3,2,1,3,3,4,1,4,3,1,4,5,5,1,1,2,4,1,3,5,3,224406,0,4,0,224406,1,5,0,1,4,5,2,4,German and other nationality,16,15,Girl,3,no,0,0,0,3,8,5,3,224406,2244
22440617,224406,2244,4,2,1996,1,4,4,3,3,4,9,3,1,0,1,0,0,0,0,0,2,2,3,4,4,3,1,1,3,2,3,2,1,2,2,3,1,4,3,2,4,4,5,2,1,2,3,2,3,3,2,224406,5,4,0,224406,1,2,0,1,2,2,2,4,German only,14,14,Girl,5,no,0,1,4,3,5,3,2,224406,2244
22440620,224406,2244,4,1,1995,2,3,3,3,2,4,7,1,0,0,0,0,0,0,0,0,4,0,3,4,3,3,2,1,3,5,NA,2,2,3,3,3,2,4,2,2,4,3,3,2,1,2,3,2,1,1,2,224406,0,3,0,224406,3,5,0,3,2,5,1,4,German and other nationality,15,11,Boy,1,no,0,0,4,NA,3,1,2,224406,2244
22440622,224406,2244,4,2,1996,3,3,3,3,3,4,8,1,1,0,1,0,0,0,0,0,0,0,4,4,3,4,1,1,3,1,3,2,1,2,2,3,2,4,3,2,2,4,3,3,1,2,2,3,2,2,3,224406,2,4,0,224406,3,5,0,2,3,5,2,4,Only other nationality,14,12,Girl,3,no,0,0,0,3,5,2,3,224406,2244
22440624,224406,2244,4,2,1995,3,2,2,3,2,3,7,0,1,0,1,1,0,0,0,0,2,0,3,3,3,4,2,1,3,1,3,1,2,2,1,1,1,4,4,2,4,4,5,2,2,1,2,2,2,3,3,224406,4,0,0,224406,1,1,0,1,1,1,2,4,Only other nationality,15,9,Girl,2,yes,1,1,2,3,6,3,3,224406,2244
